customer_id,age,gender,visit_count,avg_purchase_amount,prior_purchase,treatment,clicked,purchased
216,69,Female,4,88.1,1,1,0,0
217,66,Female,4,95.68,0,1,1,0
218,66,Male,9,97.87,0,0,1,0
219,69,Male,9,115.2,0,0,1,0
220,29,Male,2,129.05,0,1,0,0
221,56,Male,6,39.77,0,1,0,0
222,19,Female,8,93.53,0,0,0,0
223,20,Male,7,102.12,1,0,0,0
224,66,Female,6,99.81,1,1,0,0
225,54,Female,5,120.6,1,1,1,0
226,66,Male,4,82.75,0,0,0,0
227,34,Male,7,103.87,0,1,0,0
228,66,Female,8,90.77,0,1,0,0
229,19,Male,3,107.52,0,0,0,0
230,19,Male,2,95.89,1,1,0,0
231,45,Female,3,93.19,1,1,0,0
232,40,Female,6,55.64,0,0,0,0
233,54,Female,8,95.45,1,1,0,0
234,49,Female,8,95.99,1,1,0,0
235,50,Female,5,70.14,0,0,0,0
236,18,Male,4,86.08,1,1,0,0
237,36,Female,4,42.23,0,1,0,0
238,19,Female,3,65.62,0,0,0,0
239,61,Female,6,149.58,1,1,0,0
240,43,Male,10,95.03,1,1,0,0
241,49,Female,10,92.19,1,1,0,0
242,23,Female,4,84.35,1,1,0,0
243,49,Male,4,93.32,0,0,0,0
244,21,Female,5,37.94,1,1,0,0
245,28,Female,3,139.73,0,1,0,0
246,34,Female,5,99.1,0,1,1,0
247,55,Male,6,149.57,0,0,0,0
248,41,Male,4,113.07,0,0,0,0
249,22,Female,4,53.74,0,1,0,0
250,69,Female,5,112.8,1,1,0,0
251,51,Female,4,146.41,0,0,0,0
252,23,Male,4,36.58,1,0,0,0
253,39,Male,5,88.38,1,0,0,0
254,28,Male,4,98.42,1,1,0,0
255,65,Male,2,124.35,1,1,0,0
256,33,Male,4,89.9,1,0,0,0
257,50,Male,2,45.84,0,0,0,0
258,26,Female,5,124.91,1,1,0,0
259,23,Male,10,59.35,1,1,0,1
260,33,Female,1,116.3,0,1,0,0
261,46,Male,4,128.83,0,1,0,0
262,20,Female,2,63.18,1,0,0,0
263,37,Male,4,119.32,0,0,0,0
264,53,Female,2,69.89,1,0,0,0
265,36,Female,3,86.54,1,1,0,0
266,43,Female,8,68.8,1,1,0,0
267,20,Male,5,102.85,0,0,0,0
268,36,Male,2,76.85,0,0,0,0
269,37,Male,4,71.65,0,0,0,0
270,49,Female,3,129.64,1,1,0,0
271,24,Female,7,79.03,1,1,0,0
272,69,Female,10,140.26,1,0,0,0
273,58,Male,7,27.18,1,0,0,0
274,50,Male,6,102.13,1,0,0,0
275,57,Female,1,153.11,1,1,0,0
276,56,Male,4,100.37,0,0,0,0
277,35,Male,4,151.0,0,1,0,0
278,57,Male,8,102.31,0,0,0,0
279,18,Male,8,147.35,1,1,0,0
280,28,Female,4,101.74,1,0,0,0
281,45,Male,3,90.57,0,1,0,0
282,42,Male,6,38.05,1,1,0,1
283,67,Female,2,68.43,0,0,0,0
284,40,Female,2,92.61,0,1,0,0
285,48,Male,4,66.6,0,0,0,0
286,47,Male,4,57.01,1,1,0,0
287,59,Male,9,119.75,0,0,0,0
288,52,Male,5,72.15,0,1,0,0
289,24,Female,7,98.3,1,1,0,0
290,33,Female,5,96.82,0,1,0,0
291,43,Female,2,142.59,0,1,1,0
292,65,Male,7,49.87,0,0,0,0
293,69,Male,3,121.82,1,0,0,0
294,66,Female,9,26.91,0,0,0,0
295,19,Male,6,95.98,0,1,0,0
296,18,Female,4,101.56,0,0,1,0
297,65,Female,5,160.97,0,0,0,0
298,29,Female,3,80.66,0,1,0,0
299,22,Female,3,115.76,0,0,0,1
300,54,Female,6,76.56,0,0,0,0
301,49,Female,2,94.71,1,0,0,0
302,26,Female,7,64.64,0,1,0,0
303,58,Male,9,71.9,1,1,0,0
304,52,Female,4,148.81,0,0,0,0
305,36,Female,5,116.04,0,1,0,0
306,65,Male,1,105.07,1,1,1,0
307,33,Female,8,144.97,0,0,0,0
308,20,Male,2,97.56,1,1,0,0
309,37,Female,5,138.83,1,1,0,0
310,41,Male,5,130.49,1,0,0,0
311,50,Male,5,98.22,1,0,0,0
312,41,Male,12,107.61,0,0,0,0
313,69,Female,2,149.11,0,1,0,1
314,28,Male,2,42.84,0,1,0,0
315,66,Female,6,80.98,0,1,0,0
316,25,Female,7,94.47,1,1,0,0
317,53,Female,4,80.35,0,0,0,0
318,55,Female,4,101.23,0,0,0,0
319,57,Female,6,74.4,1,0,0,0
320,37,Female,5,99.78,0,1,0,0
321,52,Female,6,81.74,1,1,0,0
322,65,Male,4,124.93,1,1,1,0
323,42,Female,6,134.94,1,0,0,0
324,52,Female,7,139.79,0,0,0,0
325,42,Male,4,97.22,1,1,0,0
326,46,Female,3,40.08,1,0,0,0
327,35,Male,5,103.01,0,1,0,1
328,63,Male,4,51.12,0,0,0,0
329,35,Female,4,131.84,1,1,0,0
330,19,Female,7,107.19,1,0,0,0
331,52,Male,9,91.86,0,1,0,0
332,33,Female,0,88.63,1,0,0,0
333,58,Male,2,119.13,0,1,0,0
334,53,Male,4,73.12,0,1,0,0
335,50,Female,4,93.33,1,0,0,0
336,21,Male,3,66.58,1,1,1,0
337,50,Female,2,109.31,0,1,0,0
338,31,Female,8,100.66,0,0,0,0
339,38,Male,8,84.86,1,1,0,0
340,65,Male,3,64.18,1,0,0,1
341,37,Female,5,109.75,1,0,0,0
342,25,Female,6,145.96,0,1,0,0
343,24,Female,4,116.94,1,1,0,0
344,20,Male,4,98.03,0,0,0,0
345,34,Female,4,127.56,0,1,0,0
346,50,Male,6,80.4,0,0,0,0
347,65,Male,6,72.8,0,0,0,0
348,29,Male,5,69.57,0,0,0,0
349,68,Female,2,78.28,1,1,0,0
350,39,Male,1,99.56,0,1,0,0
351,39,Female,5,161.11,1,0,1,0
352,63,Male,2,155.02,1,1,1,0
353,47,Female,7,114.27,1,1,0,0
354,55,Female,7,107.68,0,1,0,0
355,55,Male,3,119.04,1,0,0,0
356,62,Female,10,121.67,0,0,0,0
357,68,Male,8,77.49,0,0,0,0
358,25,Male,6,64.44,0,1,0,0
359,44,Male,2,92.72,0,1,0,0
360,44,Male,5,72.78,1,0,0,0
361,51,Male,9,112.89,0,1,0,0
362,38,Male,5,10.93,0,1,0,0
363,47,Male,6,103.28,1,1,0,0
364,50,Female,11,132.93,0,1,1,1
365,45,Male,3,53.75,1,1,0,0
366,64,Male,7,48.82,1,1,0,0
367,50,Female,6,100.14,0,0,0,0
368,22,Female,11,100.31,1,1,1,0
369,65,Male,5,104.92,0,1,0,0
370,36,Male,8,86.24,1,0,1,0
371,21,Male,4,76.2,1,0,0,0
372,52,Female,6,105.75,0,1,1,0
373,66,Male,3,66.9,0,0,0,0
374,34,Female,6,86.11,0,1,1,0
375,61,Male,8,68.03,0,1,1,0
376,45,Male,2,74.32,1,0,0,0
377,47,Female,4,35.71,0,0,1,0
378,46,Male,3,107.2,0,0,0,0
379,63,Male,4,144.01,0,1,0,0
380,23,Male,8,146.6,0,1,0,1
381,52,Female,8,84.57,1,1,0,0
382,58,Male,1,98.67,1,1,0,0
383,54,Male,4,113.64,0,0,0,0
384,41,Female,7,84.79,0,1,0,0
385,46,Female,6,59.64,1,1,1,0
386,66,Male,9,107.2,0,0,0,0
387,63,Male,7,81.27,0,1,0,0
388,48,Female,10,110.2,0,1,0,0
389,52,Male,6,111.54,0,1,0,0
390,50,Male,12,71.15,0,1,0,1
391,69,Female,8,119.3,0,0,0,0
392,38,Male,3,67.85,0,1,0,1
393,49,Male,3,128.71,0,0,0,0
394,40,Female,8,85.71,1,0,0,0
395,50,Male,2,91.75,0,1,1,0
396,20,Male,4,70.27,0,0,0,0
397,35,Male,4,98.49,0,0,0,0
398,42,Female,5,76.72,1,0,0,0
399,59,Male,6,80.98,1,0,0,0
400,48,Female,4,82.17,1,1,0,0
401,20,Female,7,131.57,0,0,0,0
402,57,Male,7,147.11,1,1,0,0
403,63,Female,6,116.27,0,0,0,0
404,41,Male,3,75.73,1,0,0,0
405,67,Male,6,102.91,1,0,0,0
406,49,Male,4,111.74,0,0,0,0
407,64,Female,5,82.69,0,0,0,0
408,39,Male,4,142.62,1,1,1,0
409,40,Male,5,84.6,0,0,0,0
410,19,Male,6,42.29,0,1,0,0
411,44,Female,3,102.06,0,0,0,0
412,59,Female,5,131.7,1,1,0,0
413,19,Male,3,122.24,0,1,0,0
414,43,Male,2,75.87,0,0,0,0
415,34,Male,5,163.63,1,1,1,0
416,57,Male,8,42.12,1,0,0,0
417,50,Female,4,71.79,0,0,0,0
418,26,Female,4,81.27,1,0,0,0
419,60,Female,6,89.7,0,0,0,0
420,65,Female,0,101.32,0,1,1,0
421,56,Female,4,55.31,1,1,0,0
422,46,Female,3,90.6,1,0,1,0
423,59,Female,4,118.96,0,0,0,0
424,43,Male,4,103.87,1,0,0,0
425,52,Male,7,99.84,1,1,0,0
426,67,Male,6,126.25,1,1,1,0
427,42,Male,6,79.12,0,1,0,0
428,41,Male,4,100.44,1,0,0,0
429,30,Male,5,105.06,0,0,0,0
430,24,Female,4,43.88,1,0,0,0
431,53,Male,10,25.68,0,0,0,0
432,62,Female,5,136.51,0,0,0,0
433,37,Male,6,131.18,1,1,0,0
434,18,Female,11,106.57,1,1,0,0
435,25,Female,2,69.27,0,0,0,0
436,63,Male,2,134.38,0,1,0,0
437,33,Male,3,50.97,0,0,0,0
438,31,Male,6,117.62,1,1,0,0
439,29,Male,6,93.19,1,0,0,0
440,68,Male,4,82.67,1,1,1,0
441,40,Female,3,75.16,0,1,0,0
442,32,Male,8,101.4,0,1,0,0
443,45,Female,3,47.93,1,1,0,0
444,51,Female,6,119.93,0,1,0,0
445,19,Female,5,118.24,0,0,0,0
446,49,Male,3,97.69,0,1,0,0
447,40,Male,5,118.55,1,1,0,0
448,39,Male,5,103.35,0,0,0,0
449,68,Male,3,85.29,1,1,0,0
450,42,Male,3,83.6,1,1,1,0
451,39,Male,5,83.45,1,1,0,0
452,39,Female,6,102.66,0,1,0,0
453,66,Male,5,107.49,0,0,0,0
454,69,Female,4,88.42,0,1,0,0
455,59,Female,3,131.66,0,0,0,0
456,23,Male,6,124.58,0,1,0,0
457,32,Male,4,145.33,0,1,0,0
458,60,Male,8,165.95,0,0,0,0
459,54,Male,5,87.29,1,1,0,0
460,50,Male,8,102.05,0,1,0,0
461,25,Male,3,77.31,0,0,0,0
462,61,Female,6,140.94,1,0,0,0
463,61,Female,5,107.9,1,0,0,0
464,22,Female,4,104.71,1,0,0,0
465,56,Female,6,82.41,0,1,0,0
466,21,Female,4,76.39,1,1,0,0
467,23,Female,4,146.14,0,0,1,1
468,62,Male,4,84.51,0,0,0,0
469,49,Male,3,113.92,1,0,0,0
470,69,Male,6,41.81,1,0,0,0
471,47,Female,6,57.35,0,0,0,0
472,64,Female,4,128.86,0,1,0,0
473,52,Female,7,109.33,0,0,0,0
474,57,Male,5,90.05,0,1,1,0
475,69,Male,7,123.15,0,1,0,0
476,33,Male,1,124.15,0,1,0,0
477,30,Female,6,73.5,0,0,0,0
478,67,Female,6,114.08,0,0,0,0
479,59,Female,6,120.75,0,1,1,0
480,47,Male,4,140.27,1,1,0,0
481,36,Female,7,93.26,1,0,0,0
482,34,Male,7,125.25,0,0,0,0
483,36,Male,4,88.91,1,0,0,0
484,45,Male,6,135.51,1,0,0,0
485,43,Male,3,56.83,0,0,0,0
486,54,Male,3,130.69,0,0,0,0
487,43,Male,9,63.1,0,0,0,0
488,40,Male,6,143.21,1,0,0,0
489,26,Female,4,81.34,1,1,0,0
490,29,Male,1,72.23,0,1,0,0
491,18,Female,10,138.73,0,0,0,0
492,18,Male,1,126.34,0,1,0,0
493,64,Male,4,54.18,1,1,0,1
494,51,Male,5,88.1,1,0,0,1
495,49,Female,6,112.53,0,0,0,0
496,65,Male,2,63.87,0,1,0,0
497,42,Male,2,97.16,0,0,0,0
498,57,Female,2,85.56,0,1,0,0
499,62,Female,9,124.57,1,1,0,0
500,18,Female,6,78.15,1,0,0,0
501,33,Female,5,74.92,0,0,0,0
502,56,Male,5,74.55,0,0,0,0
503,22,Male,4,68.93,0,1,0,1
504,39,Female,7,90.53,1,0,0,0
505,46,Male,7,88.61,1,0,0,0
506,20,Female,5,57.68,0,0,1,0
507,29,Female,6,124.16,1,0,0,0
508,43,Female,10,141.29,0,1,0,0
509,33,Male,2,95.08,0,1,0,0
510,68,Female,3,95.84,0,1,0,0
511,54,Male,7,81.78,0,0,0,0
512,39,Male,10,74.1,0,0,1,0
513,46,Male,6,129.46,0,1,1,0
514,31,Female,1,92.86,0,0,0,0
515,45,Male,5,108.62,0,1,1,1
516,22,Female,7,86.71,1,0,0,0
517,64,Male,1,109.26,0,0,0,0
518,66,Male,8,125.26,0,1,0,0
519,47,Male,7,174.79,0,0,0,0
520,63,Female,6,139.67,0,1,0,0
521,69,Female,4,66.0,1,1,0,0
522,22,Female,5,108.46,1,1,0,0
523,29,Female,3,116.69,0,1,0,0
524,33,Male,3,108.28,0,1,0,0
525,43,Male,2,80.82,0,1,0,0
526,43,Female,3,94.05,1,0,1,1
527,65,Female,6,116.17,0,1,1,1
528,38,Female,5,94.16,1,1,1,0
529,56,Female,3,129.25,1,0,0,0
530,53,Male,3,51.82,1,0,0,0
531,50,Female,6,69.09,0,1,0,0
532,47,Female,3,60.75,1,1,0,0
533,54,Male,4,124.2,1,1,1,0
534,40,Female,4,99.55,0,1,0,0
535,27,Male,5,70.31,0,0,0,0
536,22,Female,7,41.81,0,0,1,0
537,53,Male,11,97.2,0,1,0,0
538,51,Female,10,130.05,0,1,0,0
539,69,Female,1,111.65,0,1,0,0
540,48,Female,5,75.67,0,0,0,0
541,27,Female,2,121.0,1,1,0,0
542,36,Female,2,121.42,0,0,0,0
543,49,Male,1,54.43,0,0,0,0
544,18,Female,5,107.88,0,0,0,0
545,22,Male,3,77.92,1,0,1,0
546,62,Male,3,81.16,0,0,0,0
547,21,Male,5,157.26,1,0,0,0
548,33,Male,4,39.68,1,1,0,1
549,41,Female,5,91.05,0,1,0,0
550,33,Female,6,132.12,0,1,0,0
551,19,Female,4,19.59,0,0,0,0
552,66,Female,3,145.85,1,0,1,0
553,45,Male,7,120.53,1,1,0,0
554,49,Male,2,64.85,0,1,0,0
555,44,Male,7,88.68,0,0,0,0
556,37,Female,6,117.72,0,1,0,0
557,41,Female,6,64.52,0,1,0,0
558,29,Female,2,59.26,0,1,0,0
559,67,Female,1,80.94,0,1,0,0
560,52,Male,4,143.71,1,1,0,0
561,50,Female,8,159.83,1,0,0,0
562,50,Female,5,106.37,1,1,0,0
563,68,Male,8,100.25,0,1,0,0
564,60,Male,6,121.93,0,1,1,0
565,54,Female,2,101.65,0,0,0,0
566,29,Female,2,71.28,0,1,0,0
567,20,Male,6,60.28,0,0,0,0
568,18,Female,2,94.91,1,0,0,0
569,50,Male,6,67.77,0,0,0,0
570,57,Male,3,62.01,1,0,0,0
571,27,Female,2,138.41,0,0,0,0
572,60,Male,7,92.57,1,0,0,0
573,61,Female,3,134.97,0,1,0,0
574,46,Female,6,92.14,0,1,0,0
575,30,Female,5,54.12,1,1,0,0
576,29,Female,7,83.98,1,0,0,0
577,48,Male,4,86.99,1,1,0,0
578,63,Female,9,96.98,0,0,0,0
579,19,Female,4,91.23,0,0,0,0
580,68,Male,7,100.51,0,0,0,0
581,67,Female,3,106.01,0,1,0,0
582,52,Female,4,140.14,0,0,0,0
583,40,Female,0,120.08,0,1,0,1
584,34,Female,7,133.4,0,1,0,0
585,43,Male,2,66.48,1,0,0,0
586,25,Male,7,91.94,0,1,0,1
587,46,Female,9,125.9,1,1,0,0
588,43,Male,6,92.56,1,0,0,0
589,27,Male,6,77.59,0,0,0,1
590,43,Male,5,131.99,0,1,0,0
591,51,Male,3,41.63,1,1,0,0
592,68,Female,7,99.87,0,0,0,0
593,58,Male,5,96.64,0,1,0,0
594,24,Female,4,106.75,0,1,0,0
595,21,Female,6,164.32,1,1,0,0
596,67,Male,2,136.82,0,1,0,0
597,62,Female,6,108.32,1,0,0,0
598,28,Male,4,101.12,0,1,0,0
599,46,Female,3,76.28,1,0,0,0
600,53,Female,4,139.12,0,1,0,0
601,42,Male,5,78.48,1,0,0,0
602,38,Female,4,98.41,1,0,0,0
603,53,Male,8,82.63,0,1,0,0
604,27,Female,6,85.72,0,0,1,0
605,54,Female,6,144.52,1,1,0,0
606,26,Male,4,101.03,1,0,0,0
607,41,Male,2,92.46,0,1,0,0
608,52,Male,6,88.8,1,1,0,0
609,66,Female,3,86.0,0,1,0,0
610,52,Male,2,77.76,0,0,0,0
611,65,Male,7,128.73,1,0,0,0
612,53,Male,6,109.76,1,1,0,0
613,35,Male,5,44.33,0,1,1,0
614,66,Female,5,73.92,0,0,0,0
615,56,Female,3,70.07,1,0,0,0
616,49,Female,10,94.67,0,1,0,0
617,41,Female,6,113.61,0,0,0,0
618,40,Female,5,88.73,0,0,0,0
619,49,Female,2,78.27,0,0,0,0
620,54,Male,3,54.41,0,0,0,0
621,29,Female,7,140.88,0,0,0,0
622,66,Male,7,66.88,1,0,0,0
623,30,Male,1,109.4,1,0,0,0
624,40,Male,4,74.14,0,0,0,0
625,42,Male,4,97.38,0,0,0,0
626,52,Female,7,148.03,0,0,0,0
627,58,Female,4,147.74,1,0,0,0
628,47,Female,4,127.57,1,0,0,0
629,34,Male,5,77.4,1,1,0,0
630,66,Female,3,113.87,0,0,0,0
631,37,Female,8,83.44,0,0,0,0
632,65,Female,5,68.39,1,1,0,0
633,42,Female,7,110.08,1,0,0,0
634,39,Female,7,100.51,0,0,0,0
635,30,Female,2,70.8,0,0,0,0
636,36,Male,2,84.0,1,1,0,0
637,66,Male,8,126.04,0,0,0,0
638,53,Female,3,67.03,0,0,0,0
639,29,Male,5,118.33,1,1,0,0
640,58,Male,5,92.88,1,1,0,0
641,36,Female,2,64.15,0,1,0,0
642,29,Male,4,96.45,1,1,0,0
643,26,Female,8,100.55,1,1,0,0
644,24,Male,14,74.5,0,0,0,0
645,45,Female,5,108.04,1,0,0,0
646,31,Male,7,131.95,1,0,1,0
647,48,Male,4,157.84,1,0,0,0
648,69,Male,3,129.85,1,1,0,0
649,36,Male,8,118.35,0,1,0,0
650,64,Female,6,109.75,0,0,0,0
651,33,Male,4,123.87,0,0,0,0
652,22,Female,5,166.29,1,0,0,0
653,52,Female,4,99.46,1,1,0,0
654,29,Male,2,88.17,0,0,0,0
655,42,Male,7,97.18,1,0,1,0
656,69,Female,9,85.96,0,1,0,0
657,38,Male,7,121.93,1,1,1,1
658,53,Female,6,106.82,0,1,0,0
659,40,Male,5,139.62,1,0,0,0
660,33,Female,0,94.5,0,0,0,0
661,56,Male,3,57.62,1,1,0,0
662,62,Male,4,102.67,0,1,0,0
