TransactionID,CustomerID,Category,Quantity,Price,Date
TXN000070,CUST00242,Books,2,442.06,2023-04-11
TXN000071,CUST00777,Fashion,3,27.61,2024-12-22
TXN000072,CUST01370,Home & Kitchen,4,265.09,2023-07-09
TXN000073,CUST00565,Electronics,3,285.16,2024-03-16
TXN000074,CUST00898,Fashion,5,222.22,2024-05-08
TXN000075,CUST01364,Electronics,4,253.85,2023-11-29
TXN000076,CUST00092,Beauty,2,356.63,2024-08-19
TXN000077,CUST01391,Home & Kitchen,1,244.44,2023-08-25
TXN000078,CUST00956,Beauty,4,460.23,2024-04-13
TXN000079,CUST01479,Books,5,272.73,2023-08-10
TXN000080,CUST01452,Home & Kitchen,3,40.54,2023-11-22
TXN000081,CUST00509,Fashion,2,476.9,2023-01-30
TXN000082,CUST00776,Home & Kitchen,2,77.67,2023-02-01
TXN000083,CUST01967,Home & Kitchen,5,393.31,2024-07-13
TXN000084,CUST00035,Fashion,5,265.82,2023-12-27
TXN000085,CUST00206,Books,4,371.74,2023-01-14
TXN000086,CUST01105,Home & Kitchen,1,259.15,2024-07-09
TXN000087,CUST01956,Books,1,34.19,2024-12-09
TXN000088,CUST01586,Books,3,190.59,2024-04-13
TXN000089,CUST01896,Books,2,312.24,2023-10-29
TXN000090,CUST01412,Electronics,4,316.3,2023-07-31
TXN000091,CUST01026,Sports,2,486.66,2024-12-09
TXN000092,CUST01022,Books,4,305.13,2023-07-09
TXN000093,CUST01414,Fashion,5,146.79,2023-08-30
TXN000094,CUST00566,Sports,3,26.5,2024-12-13
TXN000095,CUST01130,Books,5,395.27,2024-04-11
TXN000096,CUST01796,Fashion,2,445.2,2024-04-22
TXN000097,CUST01846,Fashion,3,308.75,2024-06-24
TXN000098,CUST01501,Beauty,4,243.78,2024-03-12
TXN000099,CUST00703,Beauty,4,431.19,2023-12-30
TXN000100,CUST00402,Home & Kitchen,3,123.98,2023-03-15
TXN000101,CUST00730,Books,5,202.37,2024-08-19
TXN000102,CUST01580,Books,3,256.29,2023-11-11
TXN000103,CUST00162,Sports,5,29.44,2023-01-19
TXN000104,CUST00202,Fashion,3,345.85,2024-01-09
TXN000105,CUST01982,Books,5,98.34,2024-12-24
TXN000106,CUST00996,Home & Kitchen,1,169.91,2024-12-06
TXN000107,CUST00270,Electronics,3,210.17,2023-06-13
TXN000108,CUST01887,Fashion,5,321.06,2023-10-04
TXN000109,CUST00816,Electronics,2,37.41,2023-01-17
TXN000110,CUST01295,Home & Kitchen,2,173.73,2023-09-10
TXN000111,CUST00456,Beauty,3,140.81,2023-03-28
TXN000112,CUST01486,Home & Kitchen,3,5.75,2024-03-24
TXN000113,CUST01751,Electronics,4,347.37,2024-10-31
TXN000114,CUST01276,Fashion,5,121.79,2024-12-24
TXN000115,CUST01017,Sports,3,87.39,2024-09-28
TXN000116,CUST01726,Books,2,399.99,2023-11-26
TXN000117,CUST00296,Home & Kitchen,2,24.4,2023-06-13
TXN000118,CUST01749,Fashion,2,450.62,2023-03-21
TXN000119,CUST00720,Books,5,345.02,2024-03-16
TXN000120,CUST01773,Beauty,1,90.01,2023-06-24
TXN000121,CUST00338,Beauty,3,178.3,2024-10-02
TXN000122,CUST00879,Books,1,475.24,2023-03-24
TXN000123,CUST01077,Beauty,5,311.33,2024-02-09
TXN000124,CUST00792,Fashion,3,306.32,2024-12-18
TXN000125,CUST01946,Home & Kitchen,4,328.27,2023-12-01
TXN000126,CUST00217,Fashion,3,234.06,2024-06-08
TXN000127,CUST00764,Fashion,3,87.82,2024-06-04
TXN000128,CUST00188,Books,3,79.69,2023-07-29
TXN000129,CUST00380,Sports,3,345.22,2023-11-27
TXN000130,CUST00493,Sports,3,442.55,2023-05-02
TXN000131,CUST01065,Home & Kitchen,5,153.6,2023-06-14
TXN000132,CUST01181,Books,3,254.18,2024-01-18
TXN000133,CUST00015,Sports,5,496.16,2023-05-27
TXN000134,CUST01837,Beauty,3,132.29,2024-08-04
TXN000135,CUST00065,Sports,3,198.16,2024-09-02
TXN000136,CUST01881,Beauty,5,184.94,2024-06-11
TXN000137,CUST01863,Home & Kitchen,3,21.13,2023-02-11
TXN000138,CUST00521,Fashion,2,257.21,2023-06-12
TXN000139,CUST01368,Fashion,3,108.3,2023-11-18
TXN000140,CUST01153,Sports,4,68.66,2023-06-10
TXN000141,CUST00648,Beauty,5,356.66,2023-10-31
TXN000142,CUST01496,Electronics,3,384.05,2023-10-13
TXN000143,CUST01087,Electronics,3,445.0,2024-03-14
TXN000144,CUST01163,Electronics,5,467.4,2023-12-08
TXN000145,CUST01523,Fashion,1,435.19,2023-03-18
TXN000146,CUST00593,Books,2,65.63,2024-04-30
TXN000147,CUST00392,Fashion,2,115.7,2023-10-08
TXN000148,CUST01699,Books,3,65.63,2024-03-30
TXN000149,CUST00419,Beauty,5,179.99,2023-05-27
TXN000150,CUST00289,Sports,4,66.42,2023-09-09
TXN000151,CUST00379,Electronics,3,328.37,2024-07-17
TXN000152,CUST01797,Beauty,2,359.77,2024-01-12
TXN000153,CUST01514,Beauty,3,84.0,2023-12-31
TXN000154,CUST00231,Sports,5,312.68,2023-07-01
TXN000155,CUST01018,Beauty,4,16.38,2023-01-18
TXN000156,CUST00041,Sports,1,220.01,2024-09-25
TXN000157,CUST01052,Home & Kitchen,4,146.24,2023-03-29
TXN000158,CUST00135,Sports,3,499.25,2024-12-02
TXN000159,CUST00201,Electronics,2,461.78,2024-01-06
TXN000160,CUST01864,Books,5,78.04,2023-11-19
TXN000161,CUST00780,Books,3,459.1,2024-03-28
TXN000162,CUST00930,Electronics,1,212.3,2024-08-08
TXN000163,CUST01057,Books,5,290.44,2024-12-11
TXN000164,CUST01072,Sports,5,269.21,2024-03-06
TXN000165,CUST00503,Home & Kitchen,5,364.45,2023-10-07
TXN000166,CUST00407,Books,3,170.8,2023-05-31
TXN000167,CUST01598,Home & Kitchen,1,39.49,2023-06-01
TXN000168,CUST01752,Electronics,3,211.73,2024-06-26
TXN000169,CUST00805,Home & Kitchen,5,274.53,2024-07-21
TXN000170,CUST00099,Beauty,5,279.68,2023-05-26
TXN000171,CUST00684,Fashion,2,397.34,2024-02-06
TXN000172,CUST01896,Beauty,4,26.89,2023-11-25
TXN000173,CUST00726,Electronics,3,494.11,2023-02-05
TXN000174,CUST01571,Books,1,495.33,2024-10-23
TXN000175,CUST00961,Books,5,54.01,2023-03-20
TXN000176,CUST01763,Home & Kitchen,3,175.29,2023-03-28
TXN000177,CUST00613,Sports,4,297.2,2023-07-26
TXN000178,CUST01967,Fashion,3,189.8,2023-11-08
TXN000179,CUST01486,Sports,4,246.37,2023-08-23
TXN000180,CUST00643,Electronics,3,166.33,2024-07-23
TXN000181,CUST01793,Books,2,357.51,2024-02-12
TXN000182,CUST01029,Home & Kitchen,3,185.19,2024-12-18
TXN000183,CUST01242,Books,2,217.79,2023-05-23
TXN000184,CUST00503,Sports,4,290.07,2024-07-14
TXN000185,CUST00767,Sports,5,484.75,2023-03-07
TXN000186,CUST00398,Fashion,5,322.69,2024-01-07
TXN000187,CUST00871,Fashion,3,52.98,2023-12-04
TXN000188,CUST00795,Home & Kitchen,1,162.86,2023-05-30
TXN000189,CUST00393,Fashion,3,212.76,2024-02-01
TXN000190,CUST00207,Sports,2,371.39,2024-12-11
TXN000191,CUST01039,Sports,2,226.2,2024-10-02
TXN000192,CUST01882,Electronics,4,331.26,2023-05-10
TXN000193,CUST01578,Sports,3,420.55,2023-03-28
TXN000194,CUST00892,Home & Kitchen,4,56.65,2024-03-10
TXN000195,CUST01485,Beauty,1,384.04,2023-08-09
TXN000196,CUST01715,Electronics,5,374.06,2024-04-29
TXN000197,CUST01599,Electronics,5,410.76,2023-08-14
TXN000198,CUST00864,Home & Kitchen,3,478.25,2023-04-19
TXN000199,CUST00743,Home & Kitchen,4,158.25,2024-06-23
TXN000200,CUST01265,Fashion,4,217.37,2024-06-14
TXN000201,CUST00564,Electronics,1,135.03,2023-09-07
TXN000202,CUST01021,Fashion,4,166.92,2024-07-11
TXN000203,CUST00096,Sports,2,168.26,2023-04-29
TXN000204,CUST01924,Electronics,2,435.54,2024-05-30
TXN000205,CUST01758,Electronics,2,36.13,2024-05-20
TXN000206,CUST00485,Books,3,105.34,2024-03-04
TXN000207,CUST01431,Beauty,2,307.23,2023-09-28
TXN000208,CUST00231,Electronics,2,383.77,2023-08-09
TXN000209,CUST00749,Sports,5,350.2,2023-03-09
TXN000210,CUST01679,Fashion,3,28.05,2023-03-10
TXN000211,CUST01195,Fashion,2,229.63,2023-08-17
TXN000212,CUST00541,Books,1,96.31,2023-07-24
TXN000213,CUST01060,Beauty,2,494.13,2023-03-17
TXN000214,CUST00525,Sports,3,499.45,2024-11-25
TXN000215,CUST01184,Fashion,4,30.19,2023-04-06
TXN000216,CUST01863,Home & Kitchen,5,335.52,2024-06-27
TXN000217,CUST01723,Sports,5,407.47,2023-03-07
TXN000218,CUST01267,Sports,3,165.77,2024-05-15
TXN000219,CUST01110,Beauty,2,348.35,2024-06-20
TXN000220,CUST01820,Fashion,1,97.9,2024-04-12
TXN000221,CUST00578,Sports,2,68.34,2024-12-07
TXN000222,CUST00682,Books,2,463.02,2024-08-04
TXN000223,CUST00557,Books,1,323.06,2024-07-11
TXN000224,CUST01598,Fashion,5,409.39,2023-12-11
TXN000225,CUST01977,Books,2,268.69,2023-04-02
TXN000226,CUST01013,Home & Kitchen,4,81.59,2023-09-17
TXN000227,CUST00646,Beauty,4,191.44,2023-08-10
TXN000228,CUST00796,Books,3,441.42,2024-11-17
TXN000229,CUST01052,Books,3,12.73,2023-07-19
TXN000230,CUST01644,Home & Kitchen,1,107.55,2023-07-10
TXN000231,CUST01580,Beauty,1,130.38,2023-10-29
TXN000232,CUST01364,Sports,3,135.18,2024-01-05
TXN000233,CUST01822,Beauty,2,53.8,2024-01-23
TXN000234,CUST01982,Electronics,5,424.87,2023-02-26
TXN000235,CUST01355,Fashion,4,83.96,2023-06-22
TXN000236,CUST01664,Fashion,1,415.69,2023-08-29
TXN000237,CUST01530,Electronics,3,180.76,2023-02-08
TXN000238,CUST01372,Home & Kitchen,4,231.37,2023-05-16
TXN000239,CUST01497,Electronics,1,234.11,2024-04-11
TXN000240,CUST01255,Sports,1,358.01,2024-07-11
TXN000241,CUST00190,Sports,2,366.99,2023-11-16
TXN000242,CUST01249,Fashion,1,322.14,2023-11-04
TXN000243,CUST01409,Sports,5,388.02,2024-04-18
TXN000244,CUST01401,Fashion,1,9.11,2024-12-22
TXN000245,CUST01307,Electronics,5,254.88,2024-01-09
TXN000246,CUST01982,Electronics,2,264.39,2023-01-29
TXN000247,CUST00633,Books,5,123.47,2023-02-20
TXN000248,CUST00628,Books,4,280.4,2023-01-14
TXN000249,CUST00973,Electronics,1,236.24,2023-08-29
TXN000250,CUST01769,Fashion,3,238.7,2024-06-06
TXN000251,CUST01283,Electronics,3,63.63,2023-07-03
TXN000252,CUST01383,Electronics,5,220.45,2023-02-19
TXN000253,CUST00710,Home & Kitchen,2,384.38,2024-12-13
TXN000254,CUST01480,Electronics,5,207.95,2024-02-27
TXN000255,CUST01435,Sports,5,246.31,2023-08-19
TXN000256,CUST00649,Fashion,5,483.92,2024-07-30
TXN000257,CUST00318,Home & Kitchen,4,436.53,2023-02-03
TXN000258,CUST01701,Books,4,464.71,2024-06-25
TXN000259,CUST01249,Beauty,5,43.45,2023-10-04
TXN000260,CUST01843,Fashion,2,311.2,2024-12-15
TXN000261,CUST01258,Sports,1,115.59,2024-05-29
TXN000262,CUST00684,Fashion,3,205.1,2024-06-27
TXN000263,CUST00664,Books,4,341.48,2023-07-04
TXN000264,CUST01999,Sports,1,291.56,2024-12-08
TXN000265,CUST01851,Sports,4,255.34,2024-02-11
TXN000266,CUST01398,Beauty,4,408.15,2023-02-19
TXN000267,CUST01696,Fashion,4,342.89,2024-04-28
TXN000268,CUST01632,Beauty,5,411.42,2024-05-19
TXN000269,CUST01496,Beauty,5,466.31,2024-05-20
TXN000270,CUST01257,Fashion,4,357.43,2024-10-16
TXN000271,CUST01716,Electronics,4,200.72,2024-03-09
TXN000272,CUST01137,Electronics,3,110.33,2023-12-27
TXN000273,CUST01854,Books,1,139.1,2023-06-18
TXN000274,CUST01521,Beauty,1,201.33,2024-07-12
TXN000275,CUST00442,Home & Kitchen,2,371.35,2024-02-26
TXN000276,CUST00564,Beauty,2,24.88,2024-06-01
TXN000277,CUST01292,Beauty,2,408.07,2024-07-31
TXN000278,CUST01534,Beauty,5,380.28,2023-04-04
TXN000279,CUST01831,Books,5,252.21,2024-03-03
TXN000280,CUST01410,Electronics,3,202.84,2024-06-14
TXN000281,CUST01411,Books,5,60.79,2023-10-13
TXN000282,CUST01137,Books,2,148.4,2023-04-23
TXN000283,CUST01637,Books,4,59.27,2024-12-29
TXN000284,CUST01649,Electronics,2,410.35,2023-04-22
TXN000285,CUST00952,Electronics,3,257.12,2023-04-19
TXN000286,CUST01105,Beauty,4,127.16,2024-03-13
TXN000287,CUST00699,Books,5,13.95,2023-10-12
TXN000288,CUST00113,Home & Kitchen,4,264.34,2023-01-10
TXN000289,CUST00002,Electronics,3,377.28,2024-08-17
TXN000290,CUST00642,Fashion,5,384.41,2023-12-18
TXN000291,CUST00220,Fashion,1,111.14,2023-02-27
TXN000292,CUST01590,Fashion,2,497.56,2024-07-23
TXN000293,CUST00855,Sports,2,286.55,2023-05-22
TXN000294,CUST01760,Beauty,3,169.34,2023-08-17
TXN000295,CUST01249,Fashion,3,199.44,2024-01-30
TXN000296,CUST00385,Beauty,2,66.6,2023-03-17
TXN000297,CUST01427,Fashion,4,249.21,2024-03-28
TXN000298,CUST01662,Home & Kitchen,1,377.88,2023-12-01
TXN000299,CUST01154,Beauty,1,207.66,2023-01-22
TXN000300,CUST01077,Fashion,3,434.09,2023-07-16
TXN000301,CUST01708,Electronics,3,240.99,2024-04-07
TXN000302,CUST00730,Beauty,4,450.8,2024-01-10
TXN000303,CUST01696,Sports,3,353.09,2023-09-06
TXN000304,CUST01734,Electronics,1,32.23,2024-07-20
TXN000305,CUST01440,Electronics,2,38.17,2024-09-06
TXN000306,CUST00247,Books,1,401.05,2023-11-02
TXN000307,CUST00836,Sports,4,181.63,2024-03-26
TXN000308,CUST01463,Electronics,2,98.68,2024-10-30
TXN000309,CUST00203,Electronics,2,433.33,2024-02-12
TXN000310,CUST01208,Fashion,1,491.74,2023-04-19
TXN000311,CUST00123,Fashion,2,405.33,2023-10-04
TXN000312,CUST00401,Beauty,2,363.94,2023-08-30
TXN000313,CUST00767,Beauty,3,5.47,2023-12-28
TXN000314,CUST00294,Beauty,2,57.46,2023-10-22
TXN000315,CUST00280,Fashion,4,337.12,2024-12-22
TXN000316,CUST01861,Beauty,2,207.73,2023-06-28
TXN000317,CUST00884,Electronics,3,14.64,2023-12-19
TXN000318,CUST01634,Fashion,5,371.73,2023-11-25
TXN000319,CUST00198,Beauty,5,212.29,2023-10-08
TXN000320,CUST00982,Electronics,4,331.12,2023-12-02
TXN000321,CUST01931,Beauty,4,236.83,2023-04-23
TXN000322,CUST01535,Home & Kitchen,2,18.12,2023-10-01
TXN000323,CUST00752,Beauty,2,319.78,2024-05-03
TXN000324,CUST00144,Home & Kitchen,5,395.1,2024-05-11
TXN000325,CUST00609,Beauty,5,82.21,2024-07-26
TXN000326,CUST01225,Books,1,446.09,2023-08-22
TXN000327,CUST01148,Books,5,94.87,2023-02-22
TXN000328,CUST00187,Sports,5,214.3,2023-06-28
TXN000329,CUST01350,Books,4,265.96,2023-10-12
TXN000330,CUST00464,Books,1,160.36,2023-03-25
TXN000331,CUST01373,Beauty,1,252.73,2024-08-29
TXN000332,CUST01795,Fashion,2,360.59,2023-12-28
TXN000333,CUST00660,Fashion,2,358.66,2023-06-02
TXN000334,CUST00764,Home & Kitchen,1,461.53,2024-06-17
TXN000335,CUST00955,Fashion,1,431.74,2024-08-11
TXN000336,CUST01956,Electronics,2,492.63,2024-03-16
TXN000337,CUST00403,Sports,4,299.71,2023-03-17
TXN000338,CUST01370,Books,4,203.25,2023-11-28
TXN000339,CUST01987,Sports,4,123.85,2024-01-17
TXN000340,CUST01535,Electronics,4,125.76,2023-01-24
TXN000341,CUST00147,Books,2,79.71,2023-12-26
TXN000342,CUST01172,Home & Kitchen,3,364.7,2024-10-05
TXN000343,CUST00864,Electronics,5,328.85,2023-01-21
TXN000344,CUST01735,Electronics,5,149.69,2024-11-26
TXN000345,CUST01844,Sports,5,446.61,2023-03-08
TXN000346,CUST00489,Beauty,5,278.38,2024-07-21
TXN000347,CUST00929,Sports,2,39.16,2024-12-19
TXN000348,CUST01960,Sports,3,35.42,2024-11-09
TXN000349,CUST01664,Fashion,2,75.88,2023-02-09
TXN000350,CUST00551,Electronics,3,109.58,2024-04-10
TXN000351,CUST00338,Sports,2,444.28,2024-08-10
TXN000352,CUST00872,Electronics,1,390.33,2024-06-05
TXN000353,CUST00641,Fashion,3,104.85,2024-08-12
TXN000354,CUST01803,Electronics,5,128.0,2023-08-30
TXN000355,CUST01977,Sports,3,320.21,2024-07-08
TXN000356,CUST00473,Electronics,4,436.4,2023-08-12
TXN000357,CUST01970,Books,3,161.78,2023-11-21
TXN000358,CUST00151,Fashion,4,265.12,2024-11-11
TXN000359,CUST01439,Beauty,4,445.74,2023-02-25
TXN000360,CUST01322,Electronics,1,386.46,2024-05-17
TXN000361,CUST01635,Sports,3,446.3,2023-09-01
TXN000362,CUST00263,Fashion,1,142.65,2024-08-10
TXN000363,CUST01788,Sports,5,347.01,2024-05-10
TXN000364,CUST00144,Sports,3,61.44,2023-12-21
TXN000365,CUST00346,Electronics,2,310.02,2023-06-24
TXN000366,CUST00624,Sports,2,155.49,2023-02-09
TXN000367,CUST01017,Electronics,2,352.23,2024-11-26
TXN000368,CUST01596,Beauty,4,75.23,2023-03-17
TXN000369,CUST00881,Books,2,334.46,2023-03-13
TXN000370,CUST00002,Sports,5,355.72,2023-07-29
TXN000371,CUST00897,Sports,3,429.29,2023-10-23
TXN000372,CUST01328,Sports,3,345.1,2024-01-08
TXN000373,CUST00254,Home & Kitchen,4,263.82,2023-03-21
TXN000374,CUST01676,Home & Kitchen,4,393.16,2023-03-20
TXN000375,CUST00453,Fashion,4,145.79,2023-03-20
TXN000376,CUST01061,Books,5,340.35,2024-05-22
TXN000377,CUST01184,Books,3,363.64,2023-03-03
TXN000378,CUST01015,Home & Kitchen,1,199.31,2024-08-02
TXN000379,CUST00009,Fashion,4,494.54,2024-08-29
TXN000380,CUST01257,Home & Kitchen,2,181.26,2024-04-01
TXN000381,CUST01123,Beauty,1,46.82,2023-05-07
TXN000382,CUST01683,Fashion,1,155.22,2023-10-21
TXN000383,CUST00816,Books,4,54.22,2023-07-04
TXN000384,CUST00208,Books,2,172.96,2024-04-07
TXN000385,CUST01155,Home & Kitchen,4,68.3,2024-03-10
TXN000386,CUST00404,Beauty,4,222.57,2023-11-15
TXN000387,CUST00152,Home & Kitchen,2,390.1,2024-10-26
TXN000388,CUST00054,Electronics,1,38.38,2024-11-30
TXN000389,CUST01144,Electronics,1,283.74,2024-12-05
TXN000390,CUST01697,Beauty,2,26.69,2023-10-24
TXN000391,CUST01944,Sports,1,442.88,2024-03-23
TXN000392,CUST00628,Sports,5,461.08,2024-07-09
TXN000393,CUST00587,Electronics,4,248.72,2024-07-15
TXN000394,CUST01649,Electronics,5,385.77,2023-06-21
TXN000395,CUST01992,Sports,5,298.49,2023-10-31
TXN000396,CUST01444,Fashion,5,173.63,2024-02-19
TXN000397,CUST01446,Sports,3,126.34,2024-04-27
TXN000398,CUST00104,Home & Kitchen,3,380.5,2024-02-21
TXN000399,CUST01876,Fashion,5,217.84,2023-01-21
TXN000400,CUST00254,Home & Kitchen,4,460.52,2024-04-20
TXN000401,CUST01251,Electronics,5,487.97,2024-05-25
TXN000402,CUST01136,Fashion,5,109.14,2024-07-26
TXN000403,CUST00510,Home & Kitchen,3,282.73,2023-01-07
TXN000404,CUST01497,Home & Kitchen,5,270.78,2023-10-11
TXN000405,CUST00099,Fashion,4,434.71,2024-10-30
TXN000406,CUST00153,Beauty,4,347.04,2023-02-19
TXN000407,CUST01885,Sports,5,305.65,2023-05-19
TXN000408,CUST00914,Books,4,341.12,2024-10-04
TXN000409,CUST01920,Home & Kitchen,5,197.78,2023-08-25
TXN000410,CUST00878,Sports,3,480.34,2024-02-12
TXN000411,CUST00338,Books,5,33.52,2023-03-27
TXN000412,CUST01730,Sports,1,19.42,2024-01-06
TXN000413,CUST00822,Electronics,3,210.72,2024-05-13
TXN000414,CUST01187,Books,4,81.52,2023-11-26
TXN000415,CUST01744,Sports,4,274.68,2024-06-18
TXN000416,CUST00957,Home & Kitchen,3,9.46,2024-07-10
TXN000417,CUST01705,Books,1,232.54,2023-07-14
TXN000418,CUST00161,Electronics,3,150.99,2024-12-06
TXN000419,CUST01604,Fashion,2,105.17,2024-06-16
TXN000420,CUST00801,Home & Kitchen,1,225.1,2023-11-24
TXN000421,CUST00398,Electronics,3,428.0,2023-02-17
TXN000422,CUST01301,Electronics,2,329.42,2023-01-17
TXN000423,CUST00816,Books,5,84.17,2024-09-16
TXN000424,CUST01940,Sports,1,251.94,2023-03-25
TXN000425,CUST01528,Fashion,5,466.18,2024-11-26
TXN000426,CUST01920,Home & Kitchen,2,222.42,2023-04-14
TXN000427,CUST01416,Home & Kitchen,4,237.92,2023-03-28
TXN000428,CUST01159,Sports,4,470.97,2024-03-17
TXN000429,CUST01219,Fashion,4,72.23,2023-04-08
TXN000430,CUST00401,Books,5,368.85,2023-12-15
TXN000431,CUST00640,Home & Kitchen,1,153.08,2023-06-29
TXN000432,CUST01057,Fashion,5,433.62,2023-09-08
TXN000433,CUST00688,Books,5,31.91,2023-02-13
TXN000434,CUST00460,Books,4,495.25,2023-10-09
TXN000435,CUST00955,Home & Kitchen,5,385.46,2023-03-06
TXN000436,CUST01907,Sports,2,145.74,2023-11-21
TXN000437,CUST00470,Beauty,3,381.62,2024-02-07
TXN000438,CUST01399,Home & Kitchen,3,461.87,2024-02-01
TXN000439,CUST01046,Electronics,3,60.89,2023-12-16
TXN000440,CUST00750,Electronics,4,457.22,2023-04-26
TXN000441,CUST01694,Books,4,183.29,2023-06-10
TXN000442,CUST00038,Beauty,3,8.2,2024-11-25
TXN000443,CUST00230,Home & Kitchen,1,60.65,2024-05-04
TXN000444,CUST01389,Electronics,3,442.97,2024-10-23
TXN000445,CUST00563,Electronics,5,491.42,2024-08-02
TXN000446,CUST00438,Home & Kitchen,3,448.21,2023-10-09
TXN000447,CUST01800,Fashion,3,223.56,2023-03-28
TXN000448,CUST01307,Books,1,480.9,2024-05-05
TXN000449,CUST00027,Home & Kitchen,4,206.39,2023-12-06
TXN000450,CUST00226,Fashion,4,61.28,2024-07-03
TXN000451,CUST01301,Books,5,173.77,2023-01-03
TXN000452,CUST00798,Beauty,3,499.22,2023-04-11
TXN000453,CUST01633,Sports,2,314.84,2023-02-13
TXN000454,CUST00284,Books,5,173.3,2024-12-05
TXN000455,CUST00879,Beauty,4,313.97,2023-06-05
TXN000456,CUST00960,Sports,1,217.42,2024-12-17
TXN000457,CUST01505,Electronics,4,29.53,2024-05-05
TXN000458,CUST00453,Electronics,4,104.56,2023-05-22
TXN000459,CUST01020,Electronics,1,14.52,2024-05-20
TXN000460,CUST01853,Books,3,131.12,2023-05-07
TXN000461,CUST00816,Fashion,3,371.08,2023-06-23
TXN000462,CUST00659,Sports,4,100.69,2023-04-28
TXN000463,CUST01540,Electronics,5,266.39,2023-01-25
